Date,Open,High,Low,Close,Adj Close,Volume
2019-11-22,93.0,93.65,88.03,88.98,88.98,33272090
2019-11-25,89.0,89.49,86.58,88.12,88.12,22620927
2019-11-26,88.88,90.1,88.18,88.9,88.9,20479932
2019-11-27,88.91,90.25,88.18,89.65,89.65,12133230
2019-11-28,89.66,90.14,88.79,89.68,89.68,9454360
2019-11-29,89.0,89.0,83.72,85.9,85.9,43880613
2019-12-02,83.08,85.49,83.04,83.73,83.73,26976231
2019-12-03,83.48,84.78,81.49,84.55,84.55,29512433
2019-12-04,84.5,86.24,83.77,85.65,85.65,20570877
2019-12-05,85.99,87.28,85.73,85.91,85.91,16642223
2019-12-06,86.42,87.13,85.65,87.1,87.1,12956329
2019-12-09,87.4,87.4,82.98,83.62,83.62,33859768
2019-12-10,83.0,84.6,82.88,84.5,84.5,19110038
2019-12-11,85.28,85.4,84.11,85.0,85.0,12515808
2019-12-12,85.84,85.84,84.3,85.1,85.1,12609934
2019-12-13,85.59,87.0,85.11,86.85,86.85,21127555
2019-12-16,86.72,86.79,84.7,85.25,85.25,23949028
2019-12-17,85.22,86.55,84.06,86.04,86.04,21806343
2019-12-18,86.0,86.0,84.33,84.75,84.75,23233406
2019-12-19,85.16,85.16,84.2,84.86,84.86,12841976
2019-12-20,85.2,85.25,84.3,84.9,84.9,11534201
2019-12-23,84.91,85.92,84.45,85.23,85.23,17404141
2019-12-24,84.89,85.43,84.47,84.5,84.5,9828295
2019-12-25,84.1,84.16,82.0,83.38,83.38,17064510
2019-12-26,83.5,84.72,83.4,84.38,84.38,9342398
2019-12-27,84.0,85.08,83.99,84.38,84.38,14271441
2019-12-30,84.3,85.58,83.24,85.5,85.5,18084666
2019-12-31,85.27,88.18,85.27,87.52,87.52,22079314
2020-01-02,88.0,88.1,86.85,87.68,87.68,21080991
2020-01-03,88.02,88.2,85.7,85.95,85.95,21817779
2020-01-06,85.55,85.71,83.55,84.09,84.09,29734839
2020-01-07,84.1,85.43,83.68,84.87,84.87,18940918
2020-01-08,84.03,84.84,84.0,84.68,84.68,12304171
2020-01-09,85.0,87.2,84.97,86.88,86.88,26017192
2020-01-10,87.4,88.5,87.1,87.5,87.5,23256665
2020-01-13,88.38,88.48,86.5,87.84,87.84,21503704
2020-01-14,87.8,87.8,86.08,86.51,86.51,21468124
2020-01-15,86.65,87.95,86.06,86.93,86.93,16496087
2020-01-16,87.64,87.75,85.6,86.44,86.44,20712394
2020-01-17,86.5,90.68,86.5,90.66,90.66,52624117
2020-01-20,92.78,93.48,89.08,90.1,90.1,29352713
2020-01-21,90.1,91.99,89.86,90.37,90.37,19950939
2020-01-22,90.35,91.18,89.51,90.33,90.33,16226239
2020-01-23,90.02,90.6,87.2,87.99,87.99,23701555
2020-02-03,80.58,86.88,80.4,85.46,85.46,41042008
2020-02-04,85.44,88.08,83.46,86.75,86.75,32433085
2020-02-05,87.0,88.97,86.29,88.91,88.91,29675828
2020-02-06,89.45,91.4,88.29,90.09,90.09,30832480
2020-02-07,90.5,90.6,87.84,89.65,89.65,22467653
2020-02-10,88.7,88.9,87.3,88.5,88.5,16548422
2020-02-11,89.0,90.89,88.51,90.15,90.15,22918742
2020-02-12,90.51,92.96,90.3,92.96,92.96,24963047
2020-02-13,93.21,93.64,91.26,91.45,91.45,18521631
2020-02-14,91.65,92.45,91.01,91.55,91.55,15010325
2020-02-17,91.55,92.79,91.05,92.38,92.38,16256991
2020-02-18,92.39,93.55,90.24,90.6,90.6,22754516
2020-02-19,90.39,90.9,89.39,89.68,89.68,16851331
2020-02-20,90.18,91.08,89.25,90.8,90.8,16027553
2020-02-21,90.31,90.7,89.88,90.2,90.2,19334718
2020-02-24,89.97,90.05,87.55,88.38,88.38,27950756
2020-02-25,87.37,89.99,87.2,88.31,88.31,23184351
2020-02-26,87.9,87.99,86.5,86.68,86.68,22998536
2020-02-27,87.0,88.0,86.3,87.21,87.21,19002179
2020-02-28,86.0,86.58,83.66,84.09,84.09,26959678
2020-03-02,85.05,86.41,83.12,85.2,85.2,26989162
2020-03-03,86.26,89.25,86.26,88.34,88.34,29242999
2020-03-04,88.0,88.11,86.4,87.8,87.8,15053100
2020-03-05,89.61,92.5,89.01,91.7,91.7,44192555
2020-03-06,92.0,93.8,91.7,92.25,92.25,31258261
2020-03-09,90.05,91.3,88.79,88.89,88.89,32820179
2020-03-10,89.25,91.6,88.15,90.6,90.6,26284468
2020-03-11,91.79,91.79,88.81,89.03,89.03,16010243
2020-03-12,87.51,89.0,86.0,86.38,86.38,25077454
2020-03-13,82.2,86.0,82.0,84.7,84.7,34967130
2020-03-16,85.0,85.7,81.55,82.05,82.05,28994095
2020-03-17,82.05,83.96,79.08,81.09,81.09,27293470
2020-03-18,81.2,84.26,80.29,80.6,80.6,28389686
2020-03-19,80.5,81.8,77.18,79.0,79.0,32231088
2020-03-20,79.98,80.99,78.66,80.16,80.16,24883224
2020-03-23,80.0,83.49,79.31,82.3,82.3,41520770
2020-03-24,83.04,86.0,82.88,85.66,85.66,31900549
2020-03-25,88.15,89.98,86.61,88.97,88.97,31844647
2020-03-26,88.9,91.5,88.15,90.28,90.28,31770356
2020-03-27,91.05,93.25,90.08,90.89,90.89,28469859
2020-03-30,90.0,92.45,88.68,90.7,90.7,25684644
2020-03-31,91.17,92.18,90.0,92.03,92.03,26304468
2020-04-01,91.38,91.49,89.2,90.0,90.0,19304498
2020-04-02,90.05,91.99,89.62,91.85,91.85,18138870
2020-04-03,91.8,95.0,91.53,93.73,93.73,29210344
2020-04-07,94.5,95.98,93.58,95.5,95.5,23768403
2020-04-08,94.9,96.5,94.23,94.78,94.78,16119858
2020-04-09,94.79,97.8,94.45,96.79,96.79,17708066
2020-04-10,96.78,99.68,95.9,96.21,96.21,17107628
2020-04-13,96.98,97.37,95.28,96.67,96.67,9332925
2020-04-14,97.72,98.54,96.08,98.49,98.49,19345508
2020-04-15,98.51,99.55,96.88,97.43,97.43,14466307
2020-04-16,96.17,97.92,95.52,97.41,97.41,13984286
2020-04-17,97.55,98.2,96.36,96.6,96.6,14749545
2020-04-20,96.6,97.5,96.01,96.7,96.7,12854190
2020-04-21,97.0,97.02,94.25,95.3,95.3,18320323
2020-04-22,95.29,97.5,94.11,97.5,97.5,17745049
2020-04-23,98.0,98.77,95.0,96.05,96.05,19376577
2020-04-24,95.98,95.99,94.5,95.28,95.28,10850701
2020-04-27,95.9,97.3,94.29,96.35,96.35,18385978
2020-04-28,96.4,97.0,95.05,96.05,96.05,22129179
2020-04-29,95.56,96.0,91.65,93.39,93.39,24102982
2020-04-30,93.4,94.6,92.44,93.0,93.0,19649746
2020-05-06,92.51,96.42,92.1,96.42,96.42,26001373
2020-05-07,96.55,97.33,95.6,96.6,96.6,12458600
2020-05-08,96.96,98.69,96.43,97.05,97.05,16732086
2020-05-11,96.7,96.78,93.39,93.68,93.68,32938974
2020-05-12,93.68,95.53,93.52,95.44,95.44,18285628
2020-05-13,95.44,97.0,94.1,95.7,95.7,22492009
2020-05-14,95.46,98.0,94.7,97.2,97.2,22261679
2020-05-15,97.8,98.15,94.51,94.83,94.83,25366060
2020-05-18,94.95,98.2,94.1,97.2,97.2,30116321
2020-05-19,99.0,99.97,97.31,97.94,97.94,18534838
2020-05-20,98.52,99.97,97.15,97.9,97.9,19324558
2020-05-21,98.3,101.0,98.03,99.74,99.74,27069881
2020-05-22,99.77,99.88,95.38,95.88,95.88,28447785
2020-05-25,80.6,81.73,80.05,80.95,80.95,19936839
2020-05-26,80.65,81.9,80.26,81.5,81.5,21137100
2020-05-27,81.13,81.13,78.41,79.87,79.87,31144212
2020-05-28,79.71,79.93,77.33,78.5,78.5,23191684
2020-05-29,78.1,79.35,77.8,78.7,78.7,17318968
2020-06-01,79.8,80.8,79.59,80.22,80.22,26148402
2020-06-02,80.27,80.6,79.53,80.4,80.4,17609319
2020-06-03,80.66,80.79,79.9,80.17,80.17,20953771
2020-06-04,80.58,81.26,79.91,81.2,81.2,20979792
2020-06-05,81.2,82.32,80.42,82.3,82.3,18578931
2020-06-08,82.52,82.69,79.68,80.3,80.3,33038299
2020-06-09,80.3,83.0,80.3,82.97,82.97,35269985
2020-06-10,83.01,85.5,82.54,84.54,84.54,31912487
2020-06-11,84.35,85.36,83.58,84.46,84.46,22117862
2020-06-12,83.11,85.85,83.11,85.84,85.84,23395844
2020-06-15,85.1,86.6,84.08,84.24,84.24,25478188
2020-06-16,85.1,87.61,84.58,87.14,87.14,27428615
2020-06-17,87.3,90.05,87.15,89.65,89.65,33127401
2020-06-18,89.6,89.96,87.58,89.3,89.3,21487640
2020-06-19,89.5,93.32,89.3,92.98,92.98,33448503
2020-06-22,92.9,95.41,92.2,93.23,93.23,29277781
2020-06-23,92.27,94.5,92.0,94.5,94.5,25453060
2020-06-24,94.0,94.4,92.03,92.95,92.95,31091258
2020-06-29,92.4,93.44,91.4,92.23,92.23,27130570
2020-06-30,92.88,93.6,91.75,92.3,92.3,25766883
2020-07-01,92.4,92.56,89.31,91.05,91.05,42068046
2020-07-02,90.98,91.75,90.0,91.2,91.2,34527121
2020-07-03,91.32,92.0,90.5,91.88,91.88,29910749
2020-07-06,92.0,93.4,91.15,93.13,93.13,49652811
2020-07-07,93.47,98.22,92.95,97.29,97.29,47494422
2020-07-08,97.97,99.76,96.06,97.06,97.06,35871041
2020-07-09,97.1,99.22,96.61,98.51,98.51,28267464
2020-07-10,98.6,100.41,98.05,99.35,99.35,29397609
2020-07-13,99.58,100.88,99.05,99.82,99.82,32371508
2020-07-14,99.8,99.8,97.0,98.43,98.43,33226294
2020-07-15,99.9,105.0,99.06,102.99,102.99,47889951
2020-07-16,103.3,104.16,96.26,96.35,96.35,47557446
2020-07-17,95.91,97.88,95.0,96.33,96.33,36663152
2020-07-20,96.46,97.58,94.22,96.49,96.49,25636138
2020-07-21,97.4,99.98,96.48,99.3,99.3,32418857
2020-07-22,98.99,101.06,97.47,99.37,99.37,30127609
2020-07-23,98.81,100.88,98.0,99.37,99.37,34555635
2020-07-24,98.11,98.79,94.0,94.79,94.79,44416020
2020-07-27,94.78,96.96,94.49,95.39,95.39,24982911
2020-07-28,95.4,96.21,94.2,94.6,94.6,28520240
2020-07-29,94.24,96.38,94.0,95.85,95.85,26603673
2020-07-30,95.86,96.29,94.61,94.97,94.97,27299645
2020-07-31,94.87,95.48,91.84,94.38,94.38,56003417
2020-08-03,92.7,93.74,91.5,93.2,93.2,63997843
2020-08-04,93.5,95.82,93.45,93.98,93.98,40738507
2020-08-05,93.89,94.11,92.39,92.79,92.79,38311496
2020-08-06,93.01,93.29,90.51,91.0,91.0,47749704
2020-08-07,91.3,91.97,89.52,91.2,91.2,32988293
2020-08-10,91.32,91.59,89.73,90.79,90.79,28793948
2020-08-11,91.47,93.12,91.2,91.78,91.78,35084274
2020-08-12,91.78,92.17,89.0,90.01,90.01,35333873
2020-08-13,90.93,90.93,88.8,88.88,88.88,26385812
2020-08-14,88.98,89.8,87.97,89.5,89.5,24237505
2020-08-17,89.98,91.49,89.18,90.9,90.9,34367679
2020-08-18,91.2,94.66,91.2,93.4,93.4,44929068
2020-08-19,93.8,94.86,92.52,92.73,92.73,32770393
2020-08-20,92.73,93.34,91.2,91.7,91.7,20311418
2020-08-21,93.09,93.65,90.8,91.8,91.8,20566890
2020-08-24,92.98,93.0,91.65,92.42,92.42,17743332
2020-08-25,92.99,94.65,92.8,93.99,93.99,24979223
2020-08-26,94.03,95.94,93.7,94.58,94.58,26872296
2020-08-27,94.58,94.88,92.59,94.11,94.11,21309961
2020-08-28,93.3,95.5,92.91,95.39,95.39,28154810
2020-08-31,95.8,96.55,94.71,94.87,94.87,27298621
2020-09-01,94.49,95.55,93.34,93.99,93.99,20966934
2020-09-02,95.0,95.0,92.61,94.7,94.7,27340726
2020-09-03,94.7,95.88,93.88,95.0,95.0,19690813
2020-09-04,93.88,94.3,92.37,93.51,93.51,25446452
2020-09-07,93.0,93.79,91.5,91.6,91.6,23396558
2020-09-08,91.62,92.89,91.2,92.33,92.33,20517584
2020-09-09,91.54,92.07,89.5,90.3,90.3,21080286
2020-09-10,91.5,91.96,90.31,90.74,90.74,16264843
2020-09-11,89.6,92.26,89.6,91.81,91.81,18338984
2020-09-14,92.1,92.38,91.32,91.36,91.36,15482417
2020-09-15,91.3,91.33,90.02,91.1,91.1,14888131
2020-09-16,91.4,91.9,89.6,89.74,89.74,19517128
2020-09-17,89.08,89.64,86.0,86.29,86.29,42304512
2020-09-18,86.4,88.98,86.22,88.98,88.98,29771727
2020-09-21,88.8,89.46,87.75,88.5,88.5,16829813
2020-09-22,88.0,90.1,87.99,89.3,89.3,20494047
2020-09-23,89.45,90.5,88.85,89.84,89.84,15519478
2020-09-24,89.55,89.55,87.3,87.86,87.86,17302734
2020-09-25,88.3,88.62,87.35,88.45,88.45,14111275
2020-09-28,88.49,89.57,88.11,88.58,88.58,14568491
2020-09-29,89.28,90.4,88.9,89.89,89.89,17781446
2020-09-30,90.39,91.98,89.5,89.82,89.82,23431595
2020-10-09,92.0,92.44,90.85,91.95,91.95,19576069
2020-10-12,92.39,94.3,92.38,94.2,94.2,24602019
2020-10-13,94.2,94.69,93.11,93.7,93.7,18696358
2020-10-14,93.49,94.07,92.76,93.0,93.0,21090034
2020-10-15,93.0,93.65,92.56,93.16,93.16,17803479
2020-10-16,93.96,94.2,92.12,93.1,93.1,17650217
2020-10-19,93.68,94.0,91.11,91.52,91.52,20715934
2020-10-20,91.39,91.52,89.66,91.01,91.01,22296671
2020-10-21,91.02,91.2,89.01,89.58,89.58,28833596
2020-10-22,89.54,89.56,88.5,89.56,89.56,16152915
2020-10-23,89.56,89.86,88.08,88.15,88.15,14591235
2020-10-26,88.1,89.54,87.6,89.18,89.18,12543186
2020-10-27,89.16,89.75,88.31,89.23,89.23,15240954
2020-10-28,89.23,92.0,88.51,91.36,91.36,26026402
2020-10-29,90.69,92.0,89.8,91.04,91.04,23852181
2020-10-30,91.16,91.39,88.33,88.84,88.84,30349103
2020-11-02,88.58,89.5,87.8,89.23,89.23,21413650
2020-11-03,89.43,90.43,89.01,90.15,90.15,19629973
2020-11-04,90.19,90.5,89.58,90.17,90.17,13972554
2020-11-05,91.38,92.2,90.66,91.2,91.2,18090590
2020-11-06,91.7,91.79,88.0,88.89,88.89,31976190
2020-11-09,89.08,89.94,88.61,89.37,89.37,31485323
2020-11-10,89.6,89.84,87.67,87.95,87.95,30041295
