Date,Open,High,Low,Close,Adj Close,Volume
2023-12-06,72.85,75.78,72.4,75.59,75.59,42280489
2023-12-07,74.99,75.38,71.96,73.16,73.16,49264875
2023-12-08,73.99,82.0,73.9,80.34,80.34,98702387
2023-12-11,78.01,83.5,77.5,82.22,82.22,47701898
2023-12-12,81.13,83.61,79.7,80.67,80.67,32240035
2023-12-13,80.99,81.44,76.81,77.65,77.65,34239072
2023-12-14,78.13,78.54,75.08,75.6,75.6,24797721
2023-12-15,75.91,76.31,73.65,73.84,73.84,20783237
2023-12-18,73.34,76.38,73.33,75.23,75.23,21258909
2023-12-19,74.87,76.67,74.11,76.1,76.1,19224173
2023-12-20,76.07,76.5,74.3,74.52,74.52,16495809
2023-12-21,73.71,78.65,73.42,77.17,77.17,23381258
2023-12-22,76.8,77.6,74.33,75.31,75.31,19168535
2023-12-25,74.21,74.94,67.67,72.61,72.61,25457718
2023-12-26,72.85,73.13,70.36,71.0,71.0,17232935
2023-12-27,71.25,72.58,70.4,70.48,70.48,14875137
2023-12-28,70.05,71.93,69.81,70.31,70.31,20472985
2023-12-29,70.5,71.74,69.36,70.98,70.98,21903903
2024-01-02,70.77,73.39,70.13,72.36,72.36,18174808
2024-01-03,73.5,74.17,71.77,72.67,72.67,16533816
2024-01-04,71.75,75.15,69.3,74.9,74.9,20456381
2024-01-05,74.11,74.97,70.58,71.73,71.73,16721788
2024-01-08,70.99,71.54,68.39,68.41,68.41,15171222
2024-01-09,69.5,70.8,68.3,69.17,69.17,12767303
2024-01-10,68.61,70.38,67.03,67.99,67.99,10789089
2024-01-11,67.13,69.77,67.06,68.8,68.8,13706253
2024-01-12,68.16,68.44,65.41,65.41,65.41,17356158
2024-01-15,64.8,67.45,64.61,66.0,66.0,13587406
2024-01-16,65.36,66.43,64.43,66.22,66.22,12797230
2024-01-17,66.6,67.55,65.56,65.77,65.77,12230774
2024-01-18,65.0,69.96,64.86,69.89,69.89,24021961
2024-01-19,69.86,70.2,67.98,69.83,69.83,15707483
2024-01-22,70.53,71.69,68.28,70.39,70.39,20611013
2024-01-23,69.51,73.51,67.5,73.1,73.1,22012220
2024-01-24,72.11,73.59,69.88,72.9,72.9,18114819
2024-01-25,72.9,74.01,70.9,73.2,73.2,18030614
2024-01-26,72.51,73.16,70.36,70.63,70.63,14826765
2024-01-29,72.15,74.67,69.83,70.0,70.0,20844795
2024-01-30,68.66,68.93,65.0,65.35,65.35,19477153
2024-01-31,64.7,68.2,64.59,66.27,66.27,18219527
2024-02-01,65.5,71.13,65.0,68.9,68.9,19857914
2024-02-02,68.9,69.43,65.29,68.32,68.32,18855360
2024-02-05,68.52,71.03,65.61,69.7,69.7,22899831
2024-02-06,69.54,76.37,68.08,76.3,76.3,26086448
2024-02-07,76.6,77.06,74.7,75.75,75.75,21829986
2024-02-08,77.0,79.56,75.19,76.72,76.72,21863527
2024-02-19,80.6,88.32,79.02,86.0,86.0,35771166
2024-02-20,84.21,84.9,81.44,82.39,82.39,24696197
2024-02-21,80.22,81.76,78.42,79.76,79.76,24441360
2024-02-22,82.5,86.27,81.77,82.83,82.83,28739610
2024-02-23,86.24,86.95,80.7,81.4,81.4,26403504
2024-02-26,80.18,84.61,79.78,82.15,82.15,25612476
2024-02-27,81.3,88.62,80.73,88.0,88.0,37833674
2024-02-28,87.1,89.32,83.28,83.28,83.28,34808926
2024-02-29,82.5,86.98,82.5,85.12,85.12,33972253
2024-03-01,86.33,88.33,85.08,87.49,87.49,31746787
2024-03-04,89.1,89.76,83.85,86.28,86.28,33029482
2024-03-05,84.82,90.26,84.13,86.3,86.3,39605783
2024-03-06,85.0,85.81,82.98,84.42,84.42,27199788
2024-03-07,84.6,85.27,80.75,80.9,80.9,29708196
2024-03-08,81.41,82.59,79.77,82.3,82.3,28009751
2024-03-11,82.2,84.8,81.11,83.81,83.81,27453312
2024-03-12,83.0,83.5,79.57,80.0,80.0,29602349
2024-03-13,81.38,82.55,79.66,79.7,79.7,23502709
2024-03-14,78.7,81.3,78.4,80.75,80.75,21081183
2024-03-15,80.06,80.7,78.5,80.7,80.7,21706181
2024-03-18,80.68,84.29,80.37,83.19,83.19,32622592
2024-03-19,82.5,82.5,80.5,80.65,80.65,21584127
2024-03-20,80.65,81.7,79.8,80.19,80.19,15436192
2024-03-21,80.3,81.5,78.88,79.22,79.22,16673668
2024-03-22,78.9,81.4,78.9,80.12,80.12,19784091
2024-03-25,80.1,83.1,79.45,80.5,80.5,24861292
2024-03-26,80.1,80.71,76.08,76.29,76.29,25850636
2024-03-27,76.31,78.17,74.5,75.23,75.23,16717968
2024-03-28,75.53,78.5,75.21,76.79,76.79,18042079
2024-03-29,76.39,77.57,75.38,77.26,77.26,10726867
2024-04-01,78.39,79.82,77.6,78.48,78.48,13228836
2024-04-02,78.0,79.12,76.5,77.26,77.26,12737542
2024-04-03,76.31,77.21,74.33,74.5,74.5,16956866
2024-04-08,74.5,75.55,74.0,74.01,74.01,10590764
2024-04-09,74.26,75.86,72.71,75.79,75.79,12324240
2024-04-10,75.3,75.59,73.18,73.55,73.55,10646729
2024-04-11,73.55,74.9,72.55,74.01,74.01,13224618
2024-04-12,77.61,79.75,76.66,77.99,77.99,32158882
2024-04-15,77.6,79.5,76.99,78.66,78.66,19678314
2024-04-16,78.0,78.8,76.38,77.85,77.85,14568650
2024-04-17,78.3,80.67,77.2,80.04,80.04,19643822
2024-04-18,79.23,81.28,78.48,79.3,79.3,16855015
2024-04-19,79.0,79.13,75.5,75.5,75.5,17337044
2024-04-22,72.26,74.33,70.3,73.35,73.35,15814634
2024-04-23,74.02,74.48,71.45,71.62,71.62,13059174
2024-04-24,72.6,75.63,72.47,75.29,75.29,18305769
2024-04-25,74.58,75.48,74.18,74.7,74.7,8928177
2024-04-26,76.03,79.66,76.03,79.16,79.16,23570140
2024-04-29,79.84,81.28,79.17,79.92,79.92,20363970
2024-04-30,80.09,80.58,78.58,79.25,79.25,12080060
2024-05-06,80.5,80.96,78.8,79.24,79.24,11349144
2024-05-07,79.51,80.68,76.5,76.58,76.58,19486613
2024-05-08,76.2,77.25,75.51,76.36,76.36,11460461
2024-05-09,76.01,77.08,75.5,76.56,76.56,16022291
2024-05-10,76.01,76.11,72.7,72.9,72.9,19242956
2024-05-13,71.5,73.27,71.38,72.02,72.02,15542738
2024-05-14,72.42,72.99,71.0,71.7,71.7,13763393
2024-05-15,71.7,72.12,71.03,71.18,71.18,9741133
2024-05-16,71.98,73.73,71.1,72.54,72.54,19343300
2024-05-17,72.19,74.37,71.44,73.87,73.87,17443318
2024-05-20,73.43,75.27,72.61,73.87,73.87,13924855
2024-05-21,74.1,74.79,71.88,72.02,72.02,12629922
2024-05-22,71.9,72.79,70.8,72.51,72.51,12516993
2024-05-23,72.74,72.88,71.05,71.32,71.32,10362383
2024-05-24,71.32,72.08,67.62,67.68,67.68,20013699
2024-05-27,68.0,70.75,67.9,70.66,70.66,17973726
2024-05-28,70.9,73.3,70.38,70.38,70.38,16641787
2024-05-29,70.93,70.99,68.88,69.54,69.54,10786410
2024-05-30,69.21,70.58,68.63,69.51,69.51,10996217
2024-05-31,70.0,71.51,69.21,71.3,71.3,12347612
2024-06-03,70.51,71.48,69.85,71.11,71.11,12838509
2024-06-04,71.1,71.89,70.75,71.54,71.54,9734992
2024-06-05,71.54,72.79,70.87,70.87,70.87,9893132
2024-06-06,71.69,72.11,68.3,69.3,69.3,14641447
2024-06-07,69.58,70.15,67.3,68.14,68.14,13938997
2024-06-11,68.04,71.47,67.5,71.42,71.42,17639227
2024-06-12,71.01,71.96,70.5,70.94,70.94,11551789
2024-06-13,71.49,72.93,70.7,71.94,71.94,17796715
2024-06-14,71.71,73.14,70.98,73.14,73.14,18800201
2024-06-17,72.8,74.67,72.37,73.56,73.56,16703699
2024-06-18,73.5,76.75,73.12,74.63,74.63,18290083
2024-06-19,74.7,76.16,74.16,75.32,75.32,14197243
2024-06-20,75.32,76.06,74.17,74.9,74.9,15401440
2024-06-21,74.67,76.74,73.0,76.74,76.74,23782590
2024-06-24,75.99,77.0,73.36,73.62,73.62,16983006
